[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=16 / layers=129  idx=49561 / solSize=50311
LAYER=32 / layers=129  idx=47178 / solSize=50311
LAYER=70 / layers=129  idx=35491 / solSize=50311
LAYER=19 / layers=129  idx=49267 / solSize=50311
LAYER=77 / layers=129  idx=32587 / solSize=50311
LAYER=73 / layers=129  idx=34215 / solSize=50311
LAYER=113 / layers=129  idx=12297 / solSize=50311
LAYER=63 / layers=129  idx=38235 / solSize=50311
LAYER=78 / layers=129  idx=31837 / solSize=50311
LAYER=100 / layers=129  idx=20357 / solSize=50311
LAYER=122 / layers=129  idx=5576 / solSize=50311
LAYER=102 / layers=129  idx=19005 / solSize=50311
LAYER=11 / layers=129  idx=49932 / solSize=50311
LAYER=55 / layers=129  idx=41182 / solSize=50311
LAYER=111 / layers=129  idx=13079 / solSize=50311
LAYER=124 / layers=129  idx=3983 / solSize=50311
LAYER=117 / layers=129  idx=9015 / solSize=50311
LAYER=115 / layers=129  idx=10377 / solSize=50311
LAYER=50 / layers=129  idx=42913 / solSize=50311
LAYER=105 / layers=129  idx=17066 / solSize=50311
LAYER=123 / layers=129  idx=5058 / solSize=50311
LAYER=87 / layers=129  idx=27440 / solSize=50311
LAYER=88 / layers=129  idx=27232 / solSize=50311
LAYER=88 / layers=129  idx=26934 / solSize=50311
LAYER=45 / layers=129  idx=44137 / solSize=50311
LAYER=76 / layers=129  idx=32853 / solSize=50311
LAYER=118 / layers=129  idx=8885 / solSize=50311
LAYER=111 / layers=129  idx=13240 / solSize=50311
LAYER=78 / layers=129  idx=32022 / solSize=50311
LAYER=112 / layers=129  idx=12358 / solSize=50311
LAYER=110 / layers=129  idx=14098 / solSize=50311
LAYER=117 / layers=129  idx=9299 / solSize=50311
LAYER=115 / layers=129  idx=10609 / solSize=50311
LAYER=48 / layers=129  idx=43468 / solSize=50311
LAYER=121 / layers=129  idx=6424 / solSize=50311
LAYER=15 / layers=129  idx=49669 / solSize=50311
LAYER=90 / layers=129  idx=26238 / solSize=50311
LAYER=105 / layers=129  idx=17068 / solSize=50311
LAYER=77 / layers=129  idx=32671 / solSize=50311
LAYER=108 / layers=129  idx=15548 / solSize=50311
LAYER=93 / layers=129  idx=24143 / solSize=50311
LAYER=70 / layers=129  idx=35600 / solSize=50311
LAYER=97 / layers=129  idx=22179 / solSize=50311
LAYER=83 / layers=129  idx=29838 / solSize=50311
LAYER=8 / layers=129  idx=50095 / solSize=50311
LAYER=81 / layers=129  idx=30563 / solSize=50311
LAYER=110 / layers=129  idx=13732 / solSize=50311
LAYER=82 / layers=129  idx=30340 / solSize=50311
LAYER=114 / layers=129  idx=11651 / solSize=50311
LAYER=102 / layers=129  idx=19377 / solSize=50311
LAYER=26 / layers=129  idx=48298 / solSize=50311
LAYER=56 / layers=129  idx=41038 / solSize=50311
LAYER=125 / layers=129  idx=3438 / solSize=50311
LAYER=86 / layers=129  idx=28091 / solSize=50311
LAYER=125 / layers=129  idx=3778 / solSize=50311
LAYER=110 / layers=129  idx=14305 / solSize=50311
LAYER=45 / layers=129  idx=44100 / solSize=50311
LAYER=55 / layers=129  idx=41339 / solSize=50311
LAYER=107 / layers=129  idx=16138 / solSize=50311
LAYER=95 / layers=129  idx=23351 / solSize=50311
LAYER=115 / layers=129  idx=10632 / solSize=50311
LAYER=108 / layers=129  idx=15642 / solSize=50311
LAYER=35 / layers=129  idx=46714 / solSize=50311
LAYER=81 / layers=129  idx=30795 / solSize=50311
LAYER=51 / layers=129  idx=42545 / solSize=50311
LAYER=41 / layers=129  idx=45323 / solSize=50311
LAYER=12 / layers=129  idx=49879 / solSize=50311
LAYER=54 / layers=129  idx=41563 / solSize=50311
LAYER=120 / layers=129  idx=7406 / solSize=50311
LAYER=93 / layers=129  idx=24282 / solSize=50311
LAYER=89 / layers=129  idx=26350 / solSize=50311
LAYER=93 / layers=129  idx=24526 / solSize=50311
LAYER=94 / layers=129  idx=23654 / solSize=50311
LAYER=122 / layers=129  idx=5371 / solSize=50311
LAYER=95 / layers=129  idx=23023 / solSize=50311
LAYER=128 / layers=129  idx=937 / solSize=50311
LAYER=76 / layers=129  idx=32998 / solSize=50311
LAYER=51 / layers=129  idx=42444 / solSize=50311
LAYER=120 / layers=129  idx=7384 / solSize=50311
LAYER=91 / layers=129  idx=25369 / solSize=50311
LAYER=26 / layers=129  idx=48238 / solSize=50311
LAYER=8 / layers=129  idx=50103 / solSize=50311
LAYER=111 / layers=129  idx=13116 / solSize=50311
LAYER=89 / layers=129  idx=26293 / solSize=50311
LAYER=95 / layers=129  idx=23351 / solSize=50311
LAYER=97 / layers=129  idx=21865 / solSize=50311
LAYER=65 / layers=129  idx=37565 / solSize=50311
LAYER=104 / layers=129  idx=17986 / solSize=50311
LAYER=90 / layers=129  idx=25866 / solSize=50311
LAYER=107 / layers=129  idx=15984 / solSize=50311
LAYER=87 / layers=129  idx=27849 / solSize=50311
LAYER=96 / layers=129  idx=22499 / solSize=50311
LAYER=38 / layers=129  idx=45914 / solSize=50311
LAYER=120 / layers=129  idx=6942 / solSize=50311
LAYER=3 / layers=129  idx=50285 / solSize=50311
LAYER=126 / layers=129  idx=2604 / solSize=50311
LAYER=28 / layers=129  idx=47899 / solSize=50311
LAYER=54 / layers=129  idx=41446 / solSize=50311
LAYER=110 / layers=129  idx=13936 / solSize=50311
LAYER=97 / layers=129  idx=22208 / solSize=50311
LAYER=92 / layers=129  idx=24914 / solSize=50311
LAYER=72 / layers=129  idx=34572 / solSize=50311
LAYER=24 / layers=129  idx=48589 / solSize=50311
LAYER=97 / layers=129  idx=22197 / solSize=50311
LAYER=31 / layers=129  idx=47392 / solSize=50311
LAYER=102 / layers=129  idx=19235 / solSize=50311
LAYER=94 / layers=129  idx=23854 / solSize=50311
LAYER=107 / layers=129  idx=15813 / solSize=50311
LAYER=32 / layers=129  idx=47214 / solSize=50311
LAYER=25 / layers=129  idx=48370 / solSize=50311
LAYER=118 / layers=129  idx=8314 / solSize=50311
LAYER=50 / layers=129  idx=42821 / solSize=50311
LAYER=121 / layers=129  idx=6249 / solSize=50311
LAYER=114 / layers=129  idx=11209 / solSize=50311
LAYER=94 / layers=129  idx=23689 / solSize=50311
LAYER=86 / layers=129  idx=28143 / solSize=50311
LAYER=26 / layers=129  idx=48347 / solSize=50311
LAYER=99 / layers=129  idx=20715 / solSize=50311
LAYER=129 / layers=129  idx=148 / solSize=50311
LAYER=90 / layers=129  idx=26009 / solSize=50311
LAYER=125 / layers=129  idx=3371 / solSize=50311
LAYER=8 / layers=129  idx=50128 / solSize=50311
LAYER=128 / layers=129  idx=1212 / solSize=50311
LAYER=129 / layers=129  idx=234 / solSize=50311
LAYER=118 / layers=129  idx=8202 / solSize=50311
LAYER=51 / layers=129  idx=42433 / solSize=50311
LAYER=126 / layers=129  idx=2923 / solSize=50311
LAYER=75 / layers=129  idx=33480 / solSize=50311
LAYER=98 / layers=129  idx=21640 / solSize=50311
LAYER=96 / layers=129  idx=22416 / solSize=50311
LAYER=50 / layers=129  idx=42811 / solSize=50311
LAYER=34 / layers=129  idx=46786 / solSize=50311
LAYER=112 / layers=129  idx=12575 / solSize=50311
LAYER=127 / layers=129  idx=1929 / solSize=50311
LAYER=84 / layers=129  idx=29322 / solSize=50311
LAYER=79 / layers=129  idx=31507 / solSize=50311
LAYER=95 / layers=129  idx=23342 / solSize=50311
LAYER=39 / layers=129  idx=45729 / solSize=50311
LAYER=119 / layers=129  idx=7874 / solSize=50311
LAYER=32 / layers=129  idx=47186 / solSize=50311
LAYER=104 / layers=129  idx=17717 / solSize=50311
LAYER=120 / layers=129  idx=6806 / solSize=50311
LAYER=93 / layers=129  idx=24525 / solSize=50311
LAYER=118 / layers=129  idx=8808 / solSize=50311
LAYER=41 / layers=129  idx=45343 / solSize=50311
LAYER=128 / layers=129  idx=1373 / solSize=50311
LAYER=93 / layers=129  idx=24468 / solSize=50311
LAYER=51 / layers=129  idx=42395 / solSize=50311
LAYER=79 / layers=129  idx=31541 / solSize=50311
LAYER=106 / layers=129  idx=16464 / solSize=50311
LAYER=35 / layers=129  idx=46691 / solSize=50311
LAYER=63 / layers=129  idx=38588 / solSize=50311
LAYER=88 / layers=129  idx=26844 / solSize=50311
LAYER=128 / layers=129  idx=1488 / solSize=50311
LAYER=56 / layers=129  idx=40971 / solSize=50311
LAYER=72 / layers=129  idx=34741 / solSize=50311
LAYER=94 / layers=129  idx=23615 / solSize=50311
LAYER=66 / layers=129  idx=37376 / solSize=50311
LAYER=48 / layers=129  idx=43523 / solSize=50311
LAYER=97 / layers=129  idx=22293 / solSize=50311
LAYER=123 / layers=129  idx=4920 / solSize=50311
LAYER=128 / layers=129  idx=884 / solSize=50311
LAYER=71 / layers=129  idx=35141 / solSize=50311
LAYER=122 / layers=129  idx=5305 / solSize=50311
LAYER=120 / layers=129  idx=7058 / solSize=50311
LAYER=35 / layers=129  idx=46545 / solSize=50311
LAYER=92 / layers=129  idx=24920 / solSize=50311
LAYER=111 / layers=129  idx=13318 / solSize=50311
LAYER=107 / layers=129  idx=16093 / solSize=50311
LAYER=89 / layers=129  idx=26389 / solSize=50311
LAYER=96 / layers=129  idx=22865 / solSize=50311
LAYER=126 / layers=129  idx=2441 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
[RUN] recovered solution, finite? yes
[RUN] recovered solution, finite? yes
[RUN] recovered solution, finite? yes
[RUN] recovered solution, finite? yes
LAYER=38 / layers=129  idx=45904 / solSize=50311
LAYER=66 / layers=129  idx=37399 / solSize=50311
LAYER=88 / layers=129  idx=26915 / solSize=50311
LAYER=107 / layers=129  idx=15955 / solSize=50311
LAYER=58 / layers=129  idx=40232 / solSize=50311
LAYER=90 / layers=129  idx=25916 / solSize=50311
LAYER=77 / layers=129  idx=32298 / solSize=50311
LAYER=89 / layers=129  idx=26536 / solSize=50311
LAYER=99 / layers=129  idx=21132 / solSize=50311
LAYER=107 / layers=129  idx=15813 / solSize=50311
LAYER=69 / layers=129  idx=36228 / solSize=50311
LAYER=54 / layers=129  idx=41684 / solSize=50311
LAYER=95 / layers=129  idx=23508 / solSize=50311
LAYER=91 / layers=129  idx=25304 / solSize=50311
LAYER=55 / layers=129  idx=41337 / solSize=50311
LAYER=121 / layers=129  idx=6027 / solSize=50311
LAYER=59 / layers=129  idx=39973 / solSize=50311
LAYER=118 / layers=129  idx=8390 / solSize=50311
LAYER=103 / layers=129  idx=18746 / solSize=50311
LAYER=113 / layers=129  idx=11719 / solSize=50311
LAYER=23 / layers=129  idx=48757 / solSize=50311
LAYER=19 / layers=129  idx=49183 / solSize=50311
LAYER=60 / layers=129  idx=39659 / solSize=50311
LAYER=106 / layers=129  idx=16505 / solSize=50311
LAYER=82 / layers=129  idx=29951 / solSize=50311
LAYER=66 / layers=129  idx=37398 / solSize=50311
LAYER=120 / layers=129  idx=7300 / solSize=50311
LAYER=71 / layers=129  idx=35339 / solSize=50311
LAYER=88 / layers=129  idx=27335 / solSize=50311
LAYER=129 / layers=129  idx=431 / solSize=50311
LAYER=45 / layers=129  idx=44325 / solSize=50311
LAYER=105 / layers=129  idx=17219 / solSize=50311
LAYER=49 / layers=129  idx=43239 / solSize=50311
LAYER=70 / layers=129  idx=35684 / solSize=50311
LAYER=83 / layers=129  idx=29456 / solSize=50311
LAYER=101 / layers=129  idx=19595 / solSize=50311
LAYER=92 / layers=129  idx=25176 / solSize=50311
LAYER=66 / layers=129  idx=37152 / solSize=50311
LAYER=127 / layers=129  idx=1719 / solSize=50311
LAYER=89 / layers=129  idx=26802 / solSize=50311
LAYER=87 / layers=129  idx=27594 / solSize=50311
LAYER=95 / layers=129  idx=23142 / solSize=50311
LAYER=124 / layers=129  idx=4154 / solSize=50311
LAYER=117 / layers=129  idx=9150 / solSize=50311
LAYER=115 / layers=129  idx=10948 / solSize=50311
LAYER=103 / layers=129  idx=18299 / solSize=50311
LAYER=128 / layers=129  idx=1377 / solSize=50311
LAYER=103 / layers=129  idx=18392 / solSize=50311
LAYER=112 / layers=129  idx=12848 / solSize=50311
LAYER=84 / layers=129  idx=28892 / solSize=50311
LAYER=59 / layers=129  idx=40036 / solSize=50311
LAYER=53 / layers=129  idx=41990 / solSize=50311
LAYER=82 / layers=129  idx=30091 / solSize=50311
LAYER=125 / layers=129  idx=3544 / solSize=50311
LAYER=125 / layers=129  idx=3537 / solSize=50311
LAYER=119 / layers=129  idx=7732 / solSize=50311
LAYER=101 / layers=129  idx=19876 / solSize=50311
LAYER=64 / layers=129  idx=37988 / solSize=50311
LAYER=93 / layers=129  idx=24316 / solSize=50311
LAYER=73 / layers=129  idx=34245 / solSize=50311
LAYER=56 / layers=129  idx=40840 / solSize=50311
LAYER=68 / layers=129  idx=36455 / solSize=50311
LAYER=88 / layers=129  idx=27193 / solSize=50311
LAYER=86 / layers=129  idx=28148 / solSize=50311
LAYER=100 / layers=129  idx=20125 / solSize=50311
LAYER=111 / layers=129  idx=13336 / solSize=50311
LAYER=111 / layers=129  idx=13601 / solSize=50311
LAYER=106 / layers=129  idx=16484 / solSize=50311
LAYER=87 / layers=129  idx=27368 / solSize=50311
LAYER=110 / layers=129  idx=13906 / solSize=50311
LAYER=28 / layers=129  idx=47965 / solSize=50311
LAYER=112 / layers=129  idx=12862 / solSize=50311
LAYER=67 / layers=129  idx=36768 / solSize=50311
LAYER=61 / layers=129  idx=39101 / solSize=50311
LAYER=60 / layers=129  idx=39451 / solSize=50311
LAYER=35 / layers=129  idx=46605 / solSize=50311
LAYER=25 / layers=129  idx=48463 / solSize=50311
LAYER=21 / layers=129  idx=48961 / solSize=50311
LAYER=106 / layers=129  idx=16718 / solSize=50311
LAYER=121 / layers=129  idx=6257 / solSize=50311
LAYER=90 / layers=129  idx=26045 / solSize=50311
LAYER=64 / layers=129  idx=38113 / solSize=50311
LAYER=128 / layers=129  idx=1035 / solSize=50311
LAYER=97 / layers=129  idx=22155 / solSize=50311
LAYER=74 / layers=129  idx=33903 / solSize=50311
LAYER=67 / layers=129  idx=36910 / solSize=50311
LAYER=103 / layers=129  idx=18178 / solSize=50311
LAYER=73 / layers=129  idx=34124 / solSize=50311
LAYER=110 / layers=129  idx=14012 / solSize=50311
LAYER=70 / layers=129  idx=35516 / solSize=50311
LAYER=47 / layers=129  idx=43807 / solSize=50311
LAYER=126 / layers=129  idx=2434 / solSize=50311
LAYER=109 / layers=129  idx=14698 / solSize=50311
LAYER=54 / layers=129  idx=41411 / solSize=50311
LAYER=102 / layers=129  idx=19000 / solSize=50311
LAYER=LAYER=116 / layers=129  idx=9879 / solSize=5031134
LAYER=80 / layers= / layers=129  idx=129  idx=3103246889 / solSize= / solSize=50311
50311LAYER=
128 / layers=129  idx=1018 / solSize=LAYER=50311
68 / layers=129  idx=LAYER=36417119 / solSize= / layers=50311
129  idx=7691 / solSize=LAYER=50311
88 / layers=LAYER=129118  idx= / layers=27300 / solSize=12950311  idx=
8614LAYER=106 / layers=129 / solSize=  idx=50311
LAYER=125 / layers=16802129  idx=3625 / solSize=50311
 / solSize=LAYER=5031189 / layers=
129  idx=26597LAYER= / solSize=8150311
 / layers=LAYER=129  idx=74 / layers=30495129 / solSize=  idx=33708 / solSize=5031150311

LAYER=LAYER=128120 / layers=129 / layers=  idx=129  idx=1373 / solSize=50311
7016 / solSize=LAYER=50311110 / layers=129  idx=14059
 / solSize=50311LAYER=
50 / layers=LAYER=12996 / layers=129  idx=  idx=4270022528 / solSize=50311
 / solSize=50311LAYER=
LAYER=90 / layers=73129 / layers=  idx=12925767 / solSize=50311  idx=
34521LAYER= / solSize=11150311 / layers=
129LAYER=85  idx= / layers=13569 / solSize=50311
129LAYER=  idx=11328476 / layers= / solSize=50311
129  idx=12210 / solSize=50311LAYER=
126 / layers=129  idx=2391 / solSize=50311
LAYER=LAYER=114114 / layers=129  idx=11532 / solSize= / layers=50311129
  idx=11159 / solSize=50311
LAYER=LAYER=4843 / layers=129  idx=43267 / solSize= / layers=50311129  idx=
44638LAYER= / solSize=11450311 / layers=129  idx=
11378LAYER= / solSize=6250311 / layers=129
  idx=LAYER=89 / layers=38595129  idx=26521 / solSize= / solSize=50311
50311
LAYER=67 / layers=129LAYER=  idx=3686197 / solSize=50311
 / layers=LAYER=79129 / layers=129  idx=31823  idx= / solSize=21843 / solSize=50311
50311
LAYER=LAYER=77 / layers=108 / layers=129  idx=129  idx=3240615468 / solSize=50311
 / solSize=LAYER=5031173
 / layers=129  idx=34295LAYER= / solSize=9450311 / layers=
129  idx=LAYER=24021 / solSize=50311
78 / layers=129  idx=32255 / solSize=LAYER=50311
115LAYER= / layers=74129 / layers=  idx=10513129 / solSize=  idx=5031133674
LAYER= / solSize=7350311
 / layers=LAYER=129  idx=63 / layers=34495129 / solSize=50311
  idx=LAYER=3859071 / solSize=50311
 / layers=LAYER=129  idx=1934975 / solSize=50311 / layers=
129LAYER=  idx=10249264 / layers= / solSize=50311
129LAYER=  idx=111 / layers=12919112  idx= / solSize=13610 / solSize=5031150311
LAYER=
117LAYER= / layers=12990 / layers=  idx=1299299  idx= / solSize=2622750311 / solSize=LAYER=50311

LAYER=LAYER=5316 / layers=129  idx= / layers=57129  idx=42037 / solSize=50311
LAYER=93 / layers=129  idx=24502 / solSize=50311
LAYER=56 / layers=129  idx=40833 / solSize=50311
LAYER=34 / layers=129  idx=46926 / solSize=50311
LAYER=61 / layers=129  idx=39065 / solSize=50311
 / layers=129LAYER=  idx=62 / layers=129  idx=38943 / solSize=50311
40499LAYER=29 / layers=129 / solSize=  idx=50311
47859 / solSize=LAYER=50311126 / layers=129  idx=
2561 / solSize=LAYER=5031160
49514LAYER=114 / layers=129  idx=11300 / solSize=50311
LAYER=103 / layers=129  idx=18228 / solSize=50311
LAYER=102 / layers=129  idx=19074 / solSize=50311
LAYER=93 / layers=129  idx=24263 / solSize=50311
LAYER=22 / layers=129  idx=48862 / solSize=50311
LAYER=105 / layers=129  idx=17544 / solSize=50311
LAYER=72 / layers=129  idx=34606 / solSize=50311
LAYER=71 / layers=129  idx=35210 / solSize=50311
LAYER=100 / layers=129  idx= / solSize=2026050311 / solSize=50311

LAYER=LAYER=103108 / layers= / layers=129129  idx=  idx=15126 / solSize=18423 / solSize=50311
LAYER=114 / layers=129  idx=11648 / solSize=50311
LAYER=85 / layers=129  idx=28519 / solSize=50311
LAYER=110 / layers=129  idx=13747 / solSize=50311
LAYER=124 / layers=129  idx=4104 / solSize=50311
LAYER=49 / layers=129  idx=43160 / solSize=50311
LAYER=39 / layers=129  idx=45789 / solSize=50311
LAYER=99 / layers=129  idx=20979 / solSize=50311
LAYER=75 / layers=129  idx=33218 / solSize=50311
LAYER=71 / layers=129  idx=35331 / solSize=50311
LAYER=113 / layers=129  idx=12273 / solSize=50311
LAYER=107 / layers=129  idx=15758 / solSize=50311
50311LAYER=122 / layers=129  idx=5649 / solSize=
50311LAYER=
38 / layers=129  idx=46020 / solSize=50311
LAYER=120 / layers=LAYER=129110  idx=7365 / solSize= / layers=50311129  idx=
13973LAYER=55 / layers=129  idx= / solSize= / layers=50311
129  idx=LAYER=83 / layers=4133939503 / solSize= / solSize=50311129
50311  idx=LAYER=29699 / solSize=50311

LAYER=68 / layers=118129LAYER=  idx=36397 / layers=27 / layers=129  idx= / solSize=129  idx=8825 / solSize=50311
4805950311LAYER= / solSize=50311

87 / layers=129  idx=27666 / solSize=50311LAYER=LAYER=117 / layers=129  idx=1179335 / solSize=50311
 / layers=129  idx=
LAYER=75 / layers=129LAYER=120 / layers=129  idx=  idx=33364 / solSize=91057322 / solSize= / solSize=50311
LAYER=27 / layers=129  idx=48129 / solSize=50311
LAYER=75 / layers=129  idx=33334 / solSize=50311
LAYER=76 / layers=129  idx=33033 / solSize=5031150311
LAYER=47
 / layers=LAYER=129  idx=43667 / solSize=50311122
 / layers=129  idx=5857 / solSize=50311
LAYER=70 / layers=129  idx=35814 / solSize=50311
LAYER=112 / layers=129  idx=12396 / solSize=50311
LAYER=93 / layers=129  idx=24619 / solSize=50311
LAYER=98 / layers=LAYER=129  idx=21633115 / solSize= / layers=129  idx=1031650311 / solSize=
50311
50311LAYER=LAYER=
4064 / layers=LAYER=129 / layers=  idx=38097 / solSize=50311
LAYER=103 / layers=129  idx=18377 / solSize=50311
LAYER=91 / layers=129  idx=25198 / solSize=50311
LAYER=107 / layers=129  idx=15937 / solSize=50311
LAYER=109 / layers=129  idx=14909 / solSize=50311
LAYER=57 / layers=129  idx=12940697  idx= / solSize=50311
45509LAYER= / solSize=5031168
LAYER= / layers=72129  idx=36487 / solSize=50311
LAYER=123 / layers=129  idx=4568 / solSize=50311
LAYER=128 / layers=129  idx=1340 / solSize=50311
LAYER=73 / layers=129  idx=34110 / solSize=50311
LAYER=96 / layers=129  idx=22480 / solSize=50311
LAYER=109 / layers=129  idx=14652 / solSize=50311
LAYER=123 / layers=129  idx=4591 / solSize=50311
LAYER=49 / layers= / layers=129  idx=42968 / solSize=50311129  idx=
34929 / solSize=50311
LAYER=LAYER=12472110 / layers= / layers=129 / layers=  idx=129  idx=12913840  idx=436134617 / solSize=50311
LAYER=98 / layers=129  idx=21496 / solSize=50311
LAYER=86 / layers=129  idx=28334 / solSize=50311
LAYER=124 / layers=129  idx=3880 / solSize=50311
LAYER=53 / layers=129  idx=42001 / solSize=50311
 / solSize=LAYER=50311124 / layers=129  idx=
3878LAYER=84 / layers= / solSize=12950311  idx=
29037 / solSize=50311LAYER=
92LAYER=51 / layers= / solSize=129  idx= / layers=50311
129LAYER=42381  idx= / solSize=127 / layers=129  idx=2050 / solSize=50311
LAYER=113 / layers=129  idx=11807 / solSize=50311
LAYER=129 / layers=129  idx=634 / solSize=50311
LAYER=53 / layers=129  idx=42011 / solSize=50311
50311
LAYER=LAYER=72103 / layers= / layers=129  idx=12934950  idx= / solSize=1824850311 / solSize=
50311LAYER=117 / layers=129
24965 / solSize=50311
LAYER=119 / layers=129  idx=7514 / solSize=50311
LAYER=17 / layers=129  idx=49453 / solSize=50311
LAYER=107 / layers=129  idx=15645 / solSize=50311
LAYER=98 / layers=129  idx=21611LAYER= / solSize=67 / layers=50311129
LAYER=116 / layers=  idx=12936927 / solSize=  idx=503119713  idx=
 / solSize=50311
LAYER=LAYER=103 / layers=129114  idx=18398 / solSize=50311
LAYER=112 / layers=129  idx=12838 / solSize=50311
LAYER=22 / layers= / layers=129  idx=12948863 / solSize=50311
  idx=11106 / solSize=LAYER=101503119186 / layers=129  idx=
 / solSize=1979350311LAYER= / solSize=50311

LAYER=LAYER=113 / layers=129  idx=11791 / solSize=50311
LAYER=87 / layers=129  idx=27861 / solSize=50311
LAYER=53 / layers=129  idx=42013 / solSize=50311
LAYER=114 / layers=129  idx=11351 / solSize=50311
LAYER=113 / layers=71 / layers=129129  idx=  idx=1187035094 / solSize=50311
 / solSize=50311
LAYER=LAYER=12711865 / layers=129  idx=8806 / solSize=50311 / layers= / layers=129129  idx=37554 / solSize=  idx=2208 / solSize=
50311
LAYER=122 / layers=129  idx=5354 / solSize=50311
LAYER=75 / layers=129  idx=33546 / solSize=50311
LAYER=93 / layers=129  idx=24581 / solSize=50311
LAYER=33 / layers=129  idx=47007LAYER= / solSize=127 / layers=50311129  idx=2208 / solSize=50311

LAYER=LAYER=53 / layers=129  idx=4182015 / layers= / solSize=129  idx=4967750311
LAYER=50311 / solSize=50311
102
LAYER= / layers=LAYER=69 / layers=129  idx=36078 / solSize=50311
LAYER=127 / layers=129  idx=1545 / solSize=50311
LAYER=102 / layers=129  idx=19111 / solSize=50311
LAYER=72 / layers=129  idx=34564 / solSize=50311
129LAYER=  idx=121 / layers=19383129 / solSize=  idx=6116 / solSize=50311
50311LAYER=
LAYER=108123 / layers=52 / layers=129129  idx=15087 / layers= / solSize=12950311
LAYER=  idx=  idx=42253 / solSize=5031167 / layers=129  idx=36667 / solSize=50311
LAYER=76 / layers=129  idx=33122 / solSize=50311
LAYER=78 / layers=129  idx=31841 / solSize=50311
LAYER=81 / layers=129  idx=30743 / solSize=50311

LAYER=LAYER=96100 / layers=129  idx=22472 / layers= / solSize=50311129  idx=
4923LAYER=2010971 / layers=129  idx= / solSize= / solSize=50311
3536250311
LAYER=LAYER=90 / layers= / solSize=12950311
LAYER=77125 / layers=129  idx=3559 / solSize=50311
LAYER=125 / layers=129  idx=3199 / solSize=50311
LAYER=33 / layers=129  idx=47040 / solSize=50311
LAYER=95 / layers=129  idx=22996 / solSize=50311
LAYER= / layers=97129 / layers=  idx=32536129  idx= / solSize=22332 / solSize=5031150311  idx=

LAYER=4325771 / layers=129LAYER=63 / layers=129  idx=38360 / solSize=50311
LAYER=124 / layers=129  idx=4075 / solSize=50311
LAYER=61 / layers=129  idx=39274 / solSize=50311
LAYER=122 / layers=129  idx=  idx=589344717 / solSize= / solSize=5031150311
LAYER=
108 / layers=LAYER=129  idx=10015256 / solSize= / solSize=50311
LAYER=51 / layers=129  idx=42450 / solSize=50311
LAYER=84 / layers=129  idx=29166 / solSize=50311
LAYER=87 / layers=129  idx=27768 / solSize=50311
LAYER=89 / layers=50311129
LAYER=  idx=11126582 / solSize=50311
 / layers=129  idx=13351 / solSize=50311
LAYER=LAYER=91 / layers= / layers=129  idx=25244 / solSize=50311
LAYER=34 / layers=129  idx=46852 / solSize=50311
LAYER=34 / layers=129  idx=46935 / solSize=50311
LAYER=80 / layers=129129  idx=  idx=31334 / solSize=2034550311
 / solSize=7450311
LAYER=21 / layers=129  idx=48948 / solSize=50311
LAYER=95 / layers=129  idx=23434 / solSize=50311
LAYER=28 / layers=129  idx=47966 / solSize=50311
LAYER=118 / layers=129  idx=8723 / solSize=50311
LAYER=114 / layers=129  idx=11163 / solSize=50311
LAYER=87 / layers= / layers=129129  idx=27608  idx= / solSize=50311
LAYER=33690122 / solSize=LAYER=5031125 / layers=129  idx=48439
LAYER= / solSize=50311
 / layers=127 / layers=129  idx=129LAYER=109 / layers=129  idx=14884 / solSize=50311
LAYER=102 / layers=129  idx=18891 / solSize=50311
LAYER=96 / layers=129  idx=22853 / solSize=50311
LAYER=73  idx= / layers=5613129 / solSize=  idx=50311
34122LAYER= / solSize=50311
112LAYER=1890 / solSize=50311
LAYER=117 / layers=129  idx=8991 / solSize=50311
LAYER=123 / layers=129  idx=5070 / solSize=50311
LAYER=112 / layers=129  idx=12479 / solSize=50311
LAYER=128 / layers=129  idx=1329 / solSize=50311
98 / layers=LAYER=12978 / layers=129  idx=  idx=2137931850 / solSize=50311 / solSize=50311

 / layers=LAYER=LAYER=8964129 / layers=129  idx=  idx=26332 / solSize=50311
LAYER=127 / layers=129  idx=1765 / solSize=50311
LAYER=54 / layers=129  idx=41662 / solSize=50311
LAYER=103 / layers=129  idx=18510 / solSize=50311
LAYER=125 / layers=12555129 / solSize=50311
  idx=LAYER=357782 / solSize= / layers=50311
LAYER=106 / layers= / layers=129129129  idx=37966  idx=30040  idx= / solSize= / solSize=5031116694 / solSize=50311
LAYER=15 / layers=129  idx=49618 / solSize=50311
LAYER=22 / layers=129  idx=48813 / solSize=50311
LAYER=62 / layers=129  idx=38947 / solSize=50311
LAYER=80 / layers=129  idx=30881 / solSize=50311
LAYER=113 / layers=129  idx=12108 / solSize=50311
LAYER=123 / layers=129  idx=4798 / solSize=50311
LAYER=85 / layers=129  idx=28764 / solSize=50311
