[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=10 / layers=129  idx=50003 / solSize=50311
LAYER=49 / layers=129  idx=50311
42982LAYER=89 / layers=129  idx=26326 / solSize=50311
LAYER=58 / layers=129  idx=40061 / solSize=50311
LAYER=61 / layers=129129  idx= / solSize=25356 / solSize=50311
LAYER=84 / layers=129  idx=12950311
LAYER=100 / layers=129  idx=  idx=18932 / solSize=5031120043
  idx=39055 / solSize=50311
LAYER=94 / layers=129  idx=23811 / solSize=50311
LAYER=58 / layers=129  idx=40146 / solSize=50311
LAYER=99 / layers=129  idx=21131 / solSize=50311
LAYER=124 / layers=129  idx=3907 / solSize=50311
LAYER=110 / layers=129  idx=14109 / solSize=50311
LAYER=100 / layers=129  idx=20519 / solSize=50311
LAYER=127 / layers=129  idx=2184 / solSize=50311
LAYER=55 / layers=129  idx=41198 / solSize=50311
LAYER=73 / layers=129  idx=34138 / solSize=50311
LAYER=111 / layers=129  idx=13365 / solSize=50311
LAYER=119 / layers=129  idx=7654 / solSize=50311
LAYER=94 / layers=129  idx=23938 / solSize=50311
LAYER=118 / layers=129  idx=8605 / solSize=50311
LAYER=72 / layers=129  idx=34818 / solSize=LAYER=50311
LAYER=117 / layers=129  idx=9020 / solSize=50311
LAYER=98 / layers=129  idx=21393 / solSize=50311
LAYER=85 / layers=129  idx=283815429070 / solSize=50311
LAYER=93 / layers=129  idx=24600 / solSize=50311
 / layers=LAYER=12912 / layers=  idx= / solSize= / solSize=50311
5031141404 / solSize=50311
LAYER=125 / layers=129  idx=3427 / solSize=50311
129LAYER=  idx=54
LAYER=18 / layers=129  idx=49316 / solSize=50311
LAYER=41 / layers= / layers=129LAYER=  idx=45215 / solSize=50311
129107 / layers=129  idx=  idx=4989841624 / solSize=50311
 / solSize=1623050311
 / solSize=50311
LAYER=LAYER=123 / layers=60 / layers=129  idx=LAYER=129LAYER=95  idx=5041 / solSize= / layers=5250311 / layers=
129  idx=129  idx=23223 / solSize=50311
3956842289 / solSize=50311
 / solSize=50311
LAYER=LAYER=118122 / layers= / layers=129129  idx=  idx=58148476 / solSize= / solSize=5031150311
LAYER=
LAYER=110 / layers=120 / layers=LAYER=12940129 / layers=129  idx=45450 / solSize=50311
LAYER=127 / layers=129  idx=1950 / solSize=50311
LAYER=94 / layers=129  idx=23941 / solSize=50311
LAYER=52 / layers=129  idx=42065 / solSize=50311
LAYER=46 / layers=129  idx=43940 / solSize=50311
LAYER=111 / layers=129  idx=13084 / solSize=50311
LAYER=11 / layers=129  idx=49974 / solSize=50311
LAYER=88 / layers=129  idx=27167 / solSize=50311
LAYER=31 / layers=129  idx=47483 / solSize=50311
  idx=LAYER=92 / layers=129  idx=24689 / solSize=50311
LAYER=112 / layers=129  idx=12911 / solSize=50311
LAYER=54 / layers=129  idx=41593 / solSize=14042 / solSize=50311
LAYER=115 / layers=129  idx=10809 / solSize=5031150311

  idx=LAYER=7353103 / solSize=LAYER= / layers=129  idx=LAYER=18594 / solSize=11950311
50311LAYER=
 / layers=LAYER=87129123 / layers=65129 / layers=  idx= / layers=27532129  idx=37801 / solSize=50311
LAYER=52 / layers=129  idx=42296 / solSize=50311
LAYER=75 / layers=129  idx=33484 / solSize=50311
LAYER=56 / layers=129  idx=40988 / solSize=50311
LAYER=98 / solSize=  idx=7526 / solSize=50311
50311129
  idx= / layers=LAYER=4640109129  idx=21283 / solSize=50311
LAYER=LAYER=22126 / layers=129  idx=48811 / solSize=50311
LAYER=106 / layers=129  idx=16633 / solSize= / layers=50311129
  idx=LAYER= / layers=1021292350  idx=14925 / solSize= / solSize=50311
 / layers=LAYER=120 / layers=50311129  idx=19266 / solSize=
 / solSize=LAYER=38 / layers=129  idx=46009 / solSize=50311
LAYER=50311121
LAYER=50311 / layers=129  idx=746476 / layers=129  idx=34061 / solSize=50311
LAYER=30 / layers=129  idx=47621 / solSize= / solSize=129  idx=7162 / solSize=50311
LAYER=97 / layers=129  idx=21913 / solSize=
50311
50311LAYER=116 / layers=129  idx=
LAYER=LAYER=9929 / solSize=110 / layers=129575031150311

LAYER= / layers=74 / layers=129LAYER=  idx=121 / layers=129  idx=6362 / solSize=12950311  idx=  idx=13723 / solSize=4066250311 / solSize=5031133895

LAYER=93 / layers=129  idx=24281 / solSize=50311

LAYER=LAYER=81 / layers=38LAYER= / layers=35 / layers=129  idx=129 / solSize=  idx=50311
4607946583 / solSize=LAYER= / solSize=50311
5031164 / layers=129  idx=37868LAYER=
LAYER=112129 / layers=  idx=3042312999 / solSize=  idx=50311
 / layers=12598 / solSize=50311
LAYER= / solSize=12990 / layers=129  idx=25917 / solSize=5031150311  idx=21161 / solSize=50311
LAYER=41LAYER= / layers=125 / layers=129
129  idx=3402
LAYER=96 / solSize=LAYER=111 / layers=129  idx=13155 / solSize=50311
LAYER=100 / layers=129  idx=20534 / solSize=5031150311
LAYER=59 / layers=129  idx=39895 / solSize=50311
LAYER=86 / layers=129  idx=28194 / solSize=
50311 / layers=LAYER=53 / layers=129  idx=41914 / solSize=50311129  idx=
22937  idx= / solSize=4526050311 / solSize=50311
LAYER=LAYER=
LAYER=72 / layers=111 / layers=129  idx=101
129LAYER= / layers=103 / layers=  idx=129  idx=18238 / solSize=50311
LAYER=56 / layers=129  idx=3461640917 / solSize= / solSize=50311
50311LAYER=
12713463 / layers=129  idx=1291622  idx=19634 / solSize= / solSize=50311
 / solSize=50311
LAYER=112 / layers=129  idx=12543 / solSize=LAYER=50311
LAYER=120 / layers=129  idx=7040 / solSize=50311
LAYER=78 / layers=38129LAYER= / layers=113 / layers=129  idx=11708 / solSize=50311
  idx=12932236 / solSize=50311  idx=LAYER=
LAYER=129 / layers=129  idx=282 / solSize=50311
12845868 / layers=129  idx=1223 / solSize=LAYER=50311
LAYER=104 / layers=129  idx=176799150311
LAYER=119 / layers=129  idx=7963 / solSize=50311
 / layers=LAYER=34 / layers=129  idx=46864 / solSize=50311
LAYER=129114  idx=25679 / solSize=50311
 / solSize=LAYER=50311 / layers= / solSize=
50311LAYER=129  idx=11185 / solSize=5031137
 / layers=LAYER=129
  idx=46113 / solSize=50311LAYER=
94LAYER=108 / layers=129  idx=15015 / solSize= / layers=5031112969 / layers=129  idx=36041 / solSize=50311
LAYER=57126 / layers=  idx=129  idx=40470 / solSize=50311
LAYER=50 / layers=129  idx=42686 / solSize=50311
23808 / solSize=LAYER=119 / layers=129  idx=
50311
7859LAYER= / solSize= / layers=LAYER=129  idx=2776 / solSize=50311
LAYER=51 / layers=129  idx=42534 / solSize=12550311 / layers=129  idx=
3461 / solSize=LAYER=73 / layers=50311129  idx=34521 / solSize=50311
LAYER=122 / layers=129  idx=5783 / solSize=50311
LAYER=120 / layers=129  idx=6928 / solSize=50311
LAYER=28 / layers=12950311  idx=47883 / solSize=50311


LAYER=LAYER=LAYER=1216496 / layers= / layers=129  idx=38080 / solSize=50311
84LAYER=124 / layers=129  idx=4345 / solSize=50311
LAYER=116 / layers=129 / layers=129  idx=6143  idx=129 / solSize=978850311
LAYER= / solSize=50311122 / layers=129  idx=22551 / solSize=50311
 / layers=
LAYER=LAYER=104 / layers=129  idx=17854 / solSize=50311
LAYER=56 / layers=105129 / layers=  idx=  idx=129129  idx=17059 / solSize=  idx=503115361
29043 / solSize=50311
LAYER=59 / layers=129  idx=39693 / solSize=50311
LAYER=80 / layers=129  idx=31292 / solSize=50311 / solSize=41060 / solSize=50311
LAYER=97 / layers=129  idx=22041 / solSize=50311
LAYER=75 / layers=129  idx=33280 / solSize=50311LAYER=16 / layers=129  idx=49565 / solSize=50311
LAYER=82 / layers=129  idx=30361 / solSize=50311

LAYER=LAYER=
11598LAYER= / layers=50311129
118LAYER=60 / layers=129  idx=  idx= / layers=129  idx=10532 / solSize=50311
39424LAYER= / solSize=50311
8800121 / layers=129LAYER= / solSize=50311
  idx=LAYER=6373 / solSize=50311
LAYER=79 / layers=129  idx=31554 / solSize=50311
LAYER=115 / layers=129  idx=10740 / solSize=50311
LAYER=120 / layers=129  idx=7334 / solSize=50311
111LAYER= / layers=106129 / layers= / layers=129  idx=16356 / solSize=50311
LAYER=22 / layers=129  idx=48894 / solSize=50311
LAYER=43 / layers=129  idx=44832124 / solSize=50311
LAYER=26 / layers=129  idx=48301 / solSize=50311
 / layers=LAYER=129104  idx=  idx=12913658  idx= / solSize=4233 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
 / layers=50311
LAYER=113129  idx=LAYER=17652 / solSize= / layers=5031121502
 / solSize=50311
LAYER=98 / layers=129  idx=LAYER=2148312975 / layers=129  idx=33225 / solSize=50311
LAYER=95 / layers=129  idx=23374 / solSize=50311
LAYER=57 / layers=129  idx=40467  idx=11668 / solSize= / solSize=50311
10550311
 / layers=LAYER=LAYER=129  idx= / solSize=1280 / layers= / layers=129  idx=5031149891 / solSize=50311
LAYER=83 / layers=129  idx=29757 / solSize=50311
LAYER=115 / layers=129  idx=10847 / solSize=1707450311

LAYER= / solSize=LAYER=127 / layers=129  idx=1950311129
  idx=LAYER=3107275 / layers= / solSize=50311
 / layers=129  idx=33508 / solSize=129LAYER=50311105
 / layers=129  idx=17169 / solSize=50311
LAYER=104 / layers=129  idx=17829 / solSize=50311
LAYER=LAYER=126 / layers=129  idx=2867 / solSize=50311
LAYER=69 / layers=129  idx=35986 / solSize=50311
LAYER=31 / layers=129  idx=47498 / solSize=10550311  idx=49225 / solSize=50311
LAYER=23 / layers=129  idx=48671
1551 / solSize=LAYER=89 / layers=129  idx=26314 / solSize=50311
 / layers=LAYER=50311128 / layers=129  idx=1262
LAYER=129 / solSize=50311
63  idx=17454 / solSize=LAYER= / solSize=5031150311
68 / layers=
129  idx=LAYER=36392 / solSize=50311
LAYER=124 / layers=129  idx=3887 / solSize=50311
LAYER=104 / layers= / layers=37129  idx=129 / layers=129  idx=4615138226  idx=17642 / solSize= / solSize=5031150311
 / solSize=
LAYER=9450311
 / layers=129  idx=LAYER=LAYER=88 / layers=129  idx=26990 / solSize=2369950311
 / solSize=106LAYER= / layers=129  idx=16477 / solSize=50311
LAYER=77 / layers=12995  idx= / layers=32613LAYER=5031177 / layers=129
  idx=LAYER=65 / layers=129  idx=37723 / solSize=50311
LAYER=121 / layers=129  idx=6061 / solSize=50311
LAYER=57 / layers=129  idx=40539 / solSize=50311
LAYER=126 / layers=129  idx=2507 / solSize=50311
LAYER=3253187 / layers=129  idx=27381 / solSize=50311
LAYER=78 / layers=129 / solSize=  idx=5031132190 / solSize=50311
LAYER=85 / solSize=
50311
LAYER=116 / layers=129129  idx=  idx=LAYER=1005123156 / solSize=50311
23 / solSize= / layers= / layers=129  idx=28540 / solSize=12950311
50311  idx=
LAYER=48699 / solSize=50311LAYER=60 / layers=129  idx=39371
LAYER=92128 / layers=129 / layers=  idx=LAYER=129809  idx=25136 / solSize=5650311 / solSize=
LAYER=92 / layers= / solSize= / layers=129  idx=24781 / solSize=50311129  idx=40874 / solSize=503115031150311


LAYER=
LAYER=89LAYER=126 / layers=129  idx=742363 / layers=129  idx=33985 / solSize=50311
LAYER=127 / layers=129  idx=1802 / solSize=50311
LAYER=12 / layers=129  idx=49852 / solSize=50311
LAYER=93 / layers=129  idx=24427 / solSize=50311
LAYER=51 / layers=129  idx=42638 / solSize=50311
LAYER=76 / layers=129  idx=32861 / solSize=50311
LAYER=83 / layers=129  idx=29546 / solSize=50311
LAYER=92 / layers=129  idx=24795 / solSize=50311
LAYER=84 / layers=129  idx=29068 / solSize=50311
LAYER=87 / layers=129  idx=27610 / solSize=50311
LAYER=114 / layers=129  idx=11262 / solSize=50311
LAYER=59 / layers=129  idx=39889 / solSize=50311
LAYER=53 / layers=129  idx= / layers=41856129  idx=26370 / solSize=50311
 / solSize=50311
LAYER=LAYER=74 / solSize=50311
LAYER=76 / layers=129  idx=33193 / solSize=50311
LAYER=95 / layers=129  idx= / layers=23236 / solSize=50311
LAYER=123 / layers=129  idx=4825 / solSize=50311
LAYER=118 / layers=129  idx=8783129 / solSize=  idx=693402450311 / layers=129  idx= / solSize=
LAYER=LAYER=12195 / layers=129  idx= / layers=2341050311
129LAYER=98 / layers=129  idx=21514 / solSize=50311
LAYER=43 / layers=129  idx=44684 / solSize=50311
LAYER=65 / layers=129  idx=37499 / solSize=  idx=503116477 / solSize=50311
35872LAYER= / solSize= / solSize=5031150311
LAYER=100 / layers=129  idx=20318 / solSize=50311
LAYER=66 / layers=129  idx=37210 / solSize=50311
LAYER=
96LAYER= / layers=129  idx=
8522749LAYER=122 / layers=121 / solSize=12950311
  idx=5728LAYER= / layers= / layers=129129  idx=  idx=2883465 / solSize=50311
LAYER=113 / layers=129  idx=11951 / solSize=50311
 / layers=LAYER=103 / layers=129  idx= / solSize=129  idx=503113751418410 / solSize= / solSize=50311

50311
LAYER=LAYER=109 / layers=1236291 / layers=129129 / solSize=  idx=50311
LAYER=68 / layers=14343129 / solSize=50311
  idx=36376 / solSize=50311LAYER=
77LAYER= / layers=107129  idx= / layers=LAYER=74129 / layers=  idx=  idx=15753 / solSize=326534989 / solSize=50311
50311LAYER=
50 / layers=129  idx=42863 / solSize=LAYER=97 / layers= / solSize=50311
12950311LAYER=  idx=
2205897LAYER= / layers=129  idx=70 / solSize=22164 / layers=129  idx=3543750311 / solSize=50311
 / solSize=
LAYER=101 / layers=LAYER=50311
LAYER=117 / layers=129119 / layers=129129129  idx=  idx=9375 / solSize=50311  idx=  idx=
33943 / solSize=50311LAYER=8028 / solSize=50311
104 / layers=129  idx=18125 / solSize=50311
19869
LAYER=LAYER= / solSize=4950311108 / layers=129  idx=15525 / solSize= / layers=
50311129  idx=42979 / solSize=50311

LAYER=121LAYER= / layers=LAYER=129  idx=6547129 / solSize= / layers=50311
94129  idx=0 / layers=LAYER= / solSize=50311
12955LAYER=  idx=LAYER=23840116 / solSize=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
50311
 / layers=LAYER=113 / layers=LAYER=129  idx=41106129 / layers=129  idx= / solSize=50311
 / layers=LAYER=129  idx=290129127 / layers=129  idx=9602  idx=1727 / solSize=50311 / solSize=
LAYER= / solSize=5031111250311 / layers=
129  idx=
LAYER=12605LAYER=129 / solSize= / layers=12912270127 / solSize=50311 / layers=
  idx=50311
387 / solSize=LAYER=5031167 / layers=LAYER=129
70129  idx= / layers=2263129  idx=35558 / solSize= / solSize=50311
50311LAYER=  idx=36710 / solSize=19
50311 / layers=129  idx=LAYER=
LAYER=65 / layers=49276124 / layers=129  idx=129 / solSize=50311
LAYER=4206  idx=37483 / solSize=50311
LAYER=119 / solSize= / layers=12950311 / layers=129129  idx=484 / solSize=
50311LAYER=LAYER=126 / layers=129  idx=304276 / solSize= / layers=129  idx=
32865LAYER=12950311 / solSize=50311
 / layers=LAYER=60 / layers=129  idx=39642 / solSize=50311
LAYER=35 / layers=129129  idx=580 / solSize=50311
  idx=
LAYER=46707LAYER=129 / layers= / solSize=50311
127  idx=1297719 / solSize=50311
  idx=LAYER= / layers=677129104 / layers=129  idx=17981 / solSize=50311
LAYER=43 / layers=129  idx=LAYER=67 / layers=129  idx=36973 / solSize=50311
LAYER=226166 / solSize=50311
  idx= / layers=44837129 / solSize=  idx=5031137297 / solSize=50311

 / solSize=50311
LAYER=107 / layers=129  idx=LAYER=15964101 / solSize=50311
LAYER= / layers=115129  idx=19475 / layers=LAYER=125 / layers=129  idx=3454 / solSize=50311
LAYER=112 / layers=129  idx=12414 / solSize=50311
129LAYER=  idx=10898 / solSize=50311
54 / layers=LAYER=129103  idx=41653 / solSize=50311 / solSize=50311
LAYER=117 / layers=129  idx=9562 / solSize=50311
LAYER=83 / layers=129  idx=
29831LAYER= / solSize=112 / layers=129  idx=5031112699
 / solSize=50311LAYER=95 / layers=129  idx=
LAYER=81 / layers=23450 / solSize=50311
 / layers=129  idx=129  idx=LAYER=18188 / solSize=3040184 / layers=129  idx=50311 / solSize=50311
29362
LAYER=114 / layers=129  idx=11283 / solSize=50311
LAYER=39 / layers= / solSize=12950311  idx=
45726LAYER= / solSize=50311
LAYER=93 / layers=129  idx=24187 / solSize=50311
LAYER=65 / layers=129  idx=37446 / solSize=50311
LAYER=125 / layers=107129 / layers=  idx=1293100  idx= / solSize=15683LAYER=127 / layers=129  idx=1959 / solSize=50311
LAYER=54 / layers=129  idx=41648 / solSize=50311
LAYER=116 / layers=129  idx=10130 / solSize=50311
LAYER=65 / layers=129  idx= / solSize=50311
LAYER=80 / layers=129  idx=31079 / solSize=5031137467 / solSize=50311
LAYER=111 / layers=129  idx=13622 / solSize=50311
LAYER=110
 / layers=LAYER=12950311
LAYER=64 / layers=129  idx=38068 / solSize=50311  idx=
13735LAYER=88 / layers=129  idx= / solSize=26939 / solSize=50311
126LAYER=124 / layers=129  idx=4377 / solSize=50311
LAYER=88 / layers=129  idx=27017 / solSize=50311
LAYER=92 / layers=129  idx=24939 / solSize=50311
LAYER=65 / layers=129  idx=37737 / solSize=50311
LAYER=109 / layers=129  idx= / layers=14406129  idx=2672 / solSize= / solSize=5031150311

LAYER=5031162
LAYER= / layers=129  idx=38694 / solSize=50311
LAYER=107 / layers=129  idx=15981 / solSize=50311
LAYER=115 / layers=120129 / layers=  idx=10838 / solSize=50311
129LAYER=  idx=6917 / solSize=5031191
 / layers=129  idx=LAYER=25655126 / solSize=50311LAYER= / layers=129  idx=278767 / layers=129  idx=
 / solSize=50311
36657LAYER=32 / layers=129LAYER= / solSize=50311
  idx=122 / layers=47186129  idx=5756LAYER= / solSize=50311
 / solSize=109 / layers=129LAYER=  idx=14459 / solSize=50311
LAYER=31 / layers=129  idx=47381 / solSize=50311
LAYER=56 / layers=124129 / layers=  idx=129  idx=4135 / solSize=410185031150311
LAYER=128 / layers=129  idx=917 / solSize=
50311LAYER=
110LAYER=119 / layers= / layers=129129  idx=  idx=7696 / solSize=50311 / solSize=14302 / solSize=50311

50311
LAYER=LAYER=LAYER=124 / layers=127 / layers=129  idx=2140129  idx=4253 / solSize=92 / solSize=50311 / layers=129  idx=2509850311
LAYER=76 / layers=
LAYER=54 / layers=129  idx=32830 / solSize= / solSize=129  idx=41529 / solSize=50311
50311LAYER=
LAYER=71 / layers=50311106 / layers=129  idx=
LAYER=103 / layers=12916882 / solSize=  idx=35143 / solSize=5031150311
LAYER=129
LAYER=81 / layers=129  idx=18477 / solSize=50311  idx=30784 / solSize=32
LAYER=51 / layers=50311129  idx=42601 / solSize=50311
LAYER=17 / layers=129  idx=49458 / solSize=50311

LAYER=LAYER=127 / layers=129  idx=1111884 / layers= / solSize=50311
 / layers=LAYER=129  idx=47306 / solSize=12990 / layers=  idx=13575 / solSize=5031150311129  idx=26083
LAYER=107
 / solSize=50311
 / layers=LAYER=129LAYER=  idx=122 / layers=129  idx=15751 / solSize=50311575717 / solSize=50311

LAYER=24 / layers=129  idx=48618 / solSize=LAYER=95 / layers=129  idx=23247 / solSize=50311
LAYER=71 / layers=129  idx=35331 / solSize=50311
 / layers=LAYER=129  idx=10840598 / layers=50311 / solSize=
50311
129LAYER=  idx=15041 / solSize=LAYER=125 / layers=129  idx=50311883748 / solSize=50311
LAYER=101 / layers=129  idx=19713 / solSize=50311 / layers=
129LAYER=72  idx= / layers=27080 / solSize=12950311
LAYER=118 / layers=129  idx=8524 / solSize=50311
LAYER=84 / layers=129  idx=29174 / solSize=50311
LAYER=74 / layers=129  idx=33983  idx= / solSize=34951 / solSize=50311
LAYER=50311
LAYER=55 / layers=105
LAYER=4 / layers=129  idx=50271 / solSize=50311
LAYER= / layers=101129 / layers=  idx=12916988129  idx=41082 / solSize=50311
LAYER=102 / layers=129  idx=19193 / solSize=50311
LAYER=93 / layers= / solSize=12950311  idx=
24552LAYER=  idx= / solSize=12919465 / layers=129  idx=50311 / solSize=50311
430
LAYER=127 / layers=129  idx=1728 / solSize=50311
LAYER=100 / layers=129  idx=20435 / solSize=50311
LAYER=43 / layers=129  idx=44816 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=LAYER=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
30LAYER= / layers=129 / layers=129129  idx=  idx=47559 / solSize=67750311 / solSize=[RUN] recovered solution, finite? yes
50311
LAYER=62 / layers=129  idx=38868 / solSize=50311

LAYER=LAYER=98 / layers=129  idx=7021679 / layers= / solSize=12950311  idx=35619 / solSize=50311 / solSize=

50311
LAYER=63 / layers=129  idx=LAYER=3850729 / layers=129 / solSize=  idx=5031147861
 / solSize=LAYER=50311
127LAYER= / layers=87129 / layers=129  idx=27365 / solSize=  idx=503111897 / solSize=
50311LAYER=
124LAYER=72 / layers= / layers=129129  idx=  idx=4518 / solSize=3475750311 / solSize=
50311LAYER=
95 / layers=129  idx=LAYER=23233106 / layers=129  idx= / solSize=1640850311
 / solSize=LAYER=50311121 / layers=
129LAYER=  idx=6236 / solSize=10550311 / layers=129  idx=
17198 / solSize=LAYER=50311114
 / layers=129  idx=LAYER=11091114 / solSize= / layers=129  idx=5031111472
 / solSize=LAYER=5031190
 / layers=LAYER=129101 / layers=129  idx=  idx=1968726025 / solSize=50311
 / solSize=LAYER=50311102
 / layers=129  idx=19039LAYER= / solSize=12150311
LAYER= / layers=129  idx=536210 / layers= / solSize=12950311
  idx=LAYER=42024 / solSize=50311109
 / layers=129  idx=LAYER=1478290 / layers=129 / solSize=50311
LAYER=127 / layers=129  idx=1858 / solSize=50311
LAYER=64 / layers=129  idx=37904 / solSize=50311
LAYER=76 / layers=129  idx=33003 / solSize=50311
LAYER=89 / layers=129  idx=26421 / solSize=50311
LAYER=58 / layers=129  idx=40057 / solSize=50311
LAYER=106 / layers=129  idx=16897 / solSize=50311
LAYER=34 / layers=129  idx=46878  idx= / solSize=2621250311
 / solSize=LAYER=68 / layers=129  idx=36517 / solSize=50311
LAYER=112 / layers=129  idx=12788 / solSize=50311
LAYER=124 / layers=129  idx=3936 / solSize=50311
LAYER=86 / layers=129  idx=27934 / solSize=50311
LAYER=106 / layers=129  idx=16418 / solSize=50311
LAYER=77 / layers=50311129  idx=32422 / solSize=50311

LAYER=LAYER=1436 / layers=129  idx= / layers=129  idx=4972846379 / solSize= / solSize=5031150311
LAYER=97
 / layers=LAYER=129121  idx= / layers=22281129  idx=6280 / solSize= / solSize=5031150311

LAYER=LAYER=129111 / layers= / layers=129  idx=12913299  idx=3 / solSize=50311 / solSize=50311

LAYER=LAYER=115117 / layers= / layers=129  idx=1299324 / solSize=50311
  idx=LAYER=1094378 / solSize= / layers=129  idx=5031132239
LAYER=76 / layers= / solSize=12950311
LAYER=  idx=8332902 / layers=129  idx= / solSize=2988450311
 / solSize=LAYER=71 / layers=129  idx=35157 / solSize=50311
LAYER=97 / layers=129  idx=22079 / solSize=50311
LAYER=39 / layers=129  idx=45756 / solSize=50311
LAYER=42 / layers=129  idx=45086 / solSize=50311
LAYER=101 / layers=129  idx=19933 / solSize=50311
LAYER=123 / layers=129  idx=5078 / solSize=50311
LAYER=40 / layers=129  idx=45621 / solSize=50311
LAYER=23 / layers=129  idx=48664 / solSize=50311
50311LAYER=
54LAYER= / layers=68 / layers=129  idx=12936306  idx= / solSize=41592 / solSize=5031150311
LAYER=
123LAYER= / layers=104129 / layers=129  idx=17781 / solSize=  idx=503114927
 / solSize=50311
LAYER=92 / layers=129LAYER=  idx=3425072 / layers= / solSize=12950311
  idx=46773 / solSize=50311LAYER=
90LAYER= / layers=93129 / layers=  idx=25817 / solSize=12950311  idx=
24475LAYER= / solSize=9750311 / layers=
129LAYER=  idx=7022107 / layers= / solSize=129  idx=5031135423
LAYER= / solSize=11450311 / layers=
129LAYER=  idx=6711499 / layers= / solSize=12950311  idx=
36916LAYER= / solSize=4750311 / layers=
LAYER=101129  idx=43673 / layers= / solSize=12950311  idx=
LAYER=85 / layers=19549129 / solSize=50311
  idx=28764 / solSize=LAYER=50311
129LAYER= / layers=12941  idx=0 / solSize= / layers=50311129  idx=45307
 / solSize=LAYER=50311129
 / layers=129  idx=LAYER=97111 / solSize=LAYER= / layers=50311129  idx=13637 / solSize=50311

61 / layers=129  idx=39032 / solSize=50311
LAYER=LAYER=116112 / layers= / layers=129LAYER=129  idx=12467  idx=129 / layers=129  idx=194 / solSize=50311
9765LAYER= / solSize=12950311 / layers=
129LAYER= / solSize=  idx=50311
118LAYER= / layers=12929064 / layers=129 / solSize=  idx=37892 / solSize=50311  idx=50311

8332 / solSize=LAYER=LAYER=50311129 / layers=129  idx=94
LAYER=82 / layers= / layers=129  idx=23827387 / solSize= / solSize=50311
12950311
LAYER=LAYER=  idx=10212930300 / layers= / solSize=129 / layers=  idx=12950311
LAYER=88 / layers=129  idx=27053 / solSize=50311
LAYER=102 / layers=129  idx=  idx=48418862 / solSize=1930350311
 / solSize=LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=50311129
 / layers=LAYER=84 / layers=129  idx=12929316 / solSize=50311
 / solSize=LAYER=5031158
 / layers=129  idx=40276LAYER=  idx=677 / solSize=50311
34 / layers=129  idx=46882 / solSize=50311
LAYER=81 / layers=129  idx=30478 / solSize=50311
LAYER=123 / layers=129  idx=5001 / solSize=50311
LAYER=104 / layers=129  idx=17990 / solSize=50311
LAYER=89 / layers=129  idx=26745 / solSize=50311
LAYER= / solSize=3350311
 / layers=LAYER=129101  idx=46989 / layers= / solSize=129  idx=5031119743
LAYER=95 / layers= / solSize=12950311  idx=
23225 / solSize=50311
LAYER=104 / layers=129  idx=17606 / solSize=50311
LAYER=69 / layers=129  idx=35949 / solSize=50311
LAYER=57 / layers=129  idx=40728 / solSize=50311
LAYER=30 / layers=129  idx=47645 / solSize=50311
LAYER=51 / layers=129  idx=42591 / solSize=50311
LAYER=82 / layers=129  idx=30323 / solSize=50311
LAYER=LAYER=1459 / layers= / layers=129129  idx=  idx=4969539972 / solSize=50311
 / solSize=LAYER=50311115 / layers=129
  idx=LAYER=10597110 / solSize= / layers=50311129
  idx=LAYER=13932123 / solSize= / layers=50311129  idx=
5054LAYER=74 / solSize= / layers=50311129
  idx=33853 / solSize=50311
LAYER=LAYER=11596 / layers= / layers=129  idx=12922806  idx= / solSize=1035550311
 / solSize=LAYER=5031151
 / layers=LAYER=129107  idx=42638 / solSize= / layers=50311129
  idx=LAYER=1614698 / solSize= / layers=129  idx=5031121643
 / solSize=LAYER=5031155
 / layers=129  idx=41289LAYER= / solSize=8850311 / layers=
129  idx=LAYER=2693814 / layers= / solSize=12950311
  idx=LAYER=49688129 / solSize= / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=50311129
  idx=LAYER=58058 / layers=129  idx= / solSize=4038350311
LAYER= / solSize=12950311 / layers=
129LAYER=  idx=84677 / solSize=50311
 / layers=129  idx=29213 / solSize=50311
LAYER=41 / layers=129  idx=45362 / solSize=50311
LAYER=86 / layers=129  idx=28227 / solSize=50311
LAYER=86 / layers=129  idx=28244 / solSize=50311
LAYER=98 / layers=129  idx=21685 / solSize=50311
LAYER=115 / layers=129  idx=10773 / solSize=50311
LAYER=18 / layers=129  idx=49317 / solSize=50311
LAYER=78 / layers=129  idx=32023 / solSize=50311
LAYER=118 / layers=129  idx=8259 / solSize=50311
